Authors,Title,Citation,DOI,Year,Month,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",First Author,URL,Author count,ResearchGate_Link,university/institution,Research Interest Score,Citations,Location_List,Location
"Deok-Ho Song, Ji-Houn Kang, Geun-Shik Lee, Eui-Bae Jeung, Mhan-Pyo Yang ",Upregulation of tumor necrosis factor-alpha expression by trans10-cis12 conjugated linoleic acid enhances phagocytosis of RAW macrophages via a peroxisome proliferator-activated receptor gamma-dependent pathway,Cytokine 37 (2007) 227ï¿½235,10.1016/j.cyto.2007.04.003,2007,,,,1.0,,"Duplicated gel, differently cut",1,,,,1.0,1,Deok-Ho Song,https://pubmed.ncbi.nlm.nih.gov//17217567/,5,https://www.researchgate.net/publication/6294919_Upregulation_of_tumor_necrosis_factor-a_expression_by_trans10-cis12_conjugated_linoleic_acid_enhances_phagocytosis_of_RAW_macrophages_via_a_peroxisome_proliferator-activated_receptor_g-dependent_pathw,Kangwon National University,8.9,23,South Korea,South Korea
"Chung-Hsi Hsing, Hsing-Hui Li, Yu-Hsiang Hsu, Chung-Liang Ho, Shih-Sung Chuang, Kuo-Mao Lan, Ming-Shi Chang",The distribution of interleukin-19 in healthy and neoplastic tissue,Cytokine 44 (2008) 221ï¿½228,10.1016/j.cyto.2008.06.007,2008,,,,1.0,,"Duplicated blot panel, stretched",1,,,,1.0,1,Chung-Hsi Hsing,https://pubmed.ncbi.nlm.nih.gov//16908179/,7,https://www.researchgate.net/publication/23272782_The_distribution_of_interleukin-19_in_healthy_and_neoplastic_tissue,Chi-Mei Medical Center,11.4,30,Failed to fetch page,Taiwan
"M. Hyzdï¿½alovï¿½, J. Hofmanovï¿½, J. Pachernï¿½k, A. Vaculovï¿½, A. Kozubï¿½keSung",The interaction of butyrate with TNF-alpha during differentiation and apoptosis of colon epithelial cells: role of NF-kappaB activation,Cytokine 44 (2008) 33ï¿½43,10.1016/j.cyto.2008.06.003,2008,,,1.0,,,Duplicated blot panel,1,,,,1.0,1,M. Hyzdï¿½alovï¿½,https://pubmed.ncbi.nlm.nih.gov//19156717/,5,https://www.researchgate.net/publication/23133495_The_interaction_of_butyrate_with_TNF-a_during_differentiation_and_apoptosis_of_colon_epithelial_cells_Role_of_NF-kB_activation,"Veterinary Research Institute, Brno",11.9,33,Failed to fetch page,Czechia
"Taku Inokuchi, Tuneyoshi Ka, Asako Yamamoto, Yuji Moriwaki, Sumio Takahashi, Zenta Tsutsumi, Daisuke Tamada, Tetsuya Yamamoto",Effects of ethanol on monosodium urate crystal-induced inflammation,Cytokine 42 (2008) 198ï¿½204,10.1016/j.cyto.2008.01.001,2008,,,1.0,,,Duplicated blot,1,,,,1.0,1,Taku Inokuchi,https://pubmed.ncbi.nlm.nih.gov//30126732/,8,https://www.researchgate.net/publication/5568968_Effects_of_ethanol_on_monosodium_urate_crystal-induced_inflammation,,6.8,12,missing_location,Location information not found
"Zhao Huang, Qiong Wen, Shu-Feng Zhou, Xue-Qing Yu",Differential chemokine expression in tubular cells in response to urinary proteins from patients with nephrotic syndrome,Cytokine 42 (2008) 222ï¿½233,10.1016/j.cyto.2008.02.005,2008,,,1.0,,,Duplicated whole figure; very likely error,1,,,,1.0,1,Zhao Huang,https://pubmed.ncbi.nlm.nih.gov//20377773/,4,,University of South Florida,6.7,14,missing_location,United States
"Aramati B.M. Reddy, Satish K. Srivastava, Kota V. Ramana",Anti-inflammatory effect of aldose reductase inhibition in murine polymicrobial sepsis,Cytokine 48 (2009) 170ï¿½176,10.1016/j.cyto.2009.07.004,2009,,,,,1,"Duplicated/mirrored bands, manipulated",1,,,,1.0,1,Aramati B.M. Reddy,https://pubmed.ncbi.nlm.nih.gov//17030682/,3,https://www.researchgate.net/publication/26722989_Anti-inflammatory_effect_of_aldose_reductase_inhibition_in_murine_polymicrobial_sepsis,University of Hyderabad,12.8,32,India,India
"Kumiko Goto, Yoshihiko Chiba, Miwa Misawa",IL-13 induces translocation of NF-kappaB in cultured human bronchial smooth muscle cells,Cytokine 46 (2009) 96ï¿½99,10.1016/j.cyto.2008.12.021,2009,,,,,1,Duplicated lane within blot,1,,,,1.0,1,Kumiko Goto,https://pubmed.ncbi.nlm.nih.gov//16132116/,3,https://www.researchgate.net/publication/24029092_IL-13_induces_translocation_of_NF-kB_in_cultured_human_bronchial_smooth_muscle_cells,Hoshi University,10.8,25,missing_location,Japan
"Surinder Safaya, Elizabeth S. Klings, Adam Odhiambo, Guihua Li, Harrison W. Farber, Martin H. Steinberg",Effect of sodium butyrate on lung vascular TNFSF15 (TL1A) expression: Differential expression patterns in pulmonary artery and microvascular endothelial cells,Cytokine 46 (2009) 72ï¿½78,10.1016/j.cyto.2008.12.013,2009,,,,1.0,,Mirrored blot,1,,,,1.0,1,Surinder Safaya,https://pubmed.ncbi.nlm.nih.gov//23642711/,6,,Boston Medical Center,4.0,11,missing_location,United States
"Yanping Yang, Ying Xu, Wei Li, Guanjun Wang, Yanqiu Song, Guozi Yang, Xue Han, Zhonghua Du, Luguo Sun, Kewei Ma",STAT3 induces muscle stem cell differentiation by interaction with myoD,Cytokine 46 (2009) 137ï¿½141,10.1016/j.cyto.2008.12.015,2009,,,,1.0,,"Overlapping blots, two cases",1,,,,1.0,1,Yanping Yang,https://pubmed.ncbi.nlm.nih.gov//21567092/,10,https://www.researchgate.net/publication/24021180_STAT3_induces_muscle_stem_cell_differentiation_by_interaction_with_myoD,,4.0,11,missing_location,Location information not found
"Ari Kassardjian, Zeina Dakroub, Ola El Zein, Sawsan Ibrahim Kreydiyyeh",Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells,Cytokine 49 (2010) 312ï¿½318,10.1016/j.cyto.2009.11.020,2010,,,,,1,"Duplicated yet altered blots, multiple cases",1,,,,1.0,1,Ari Kassardjian,https://pubmed.ncbi.nlm.nih.gov//18348163/,4,,Florida State University,4.0,11,missing_location,United States
"Hong Yu, Yuhao Sun, Courtney Haycraft, Viswanathan Palanisamy, Keith L. Kirkwood",MKP-1 regulates cytokine mRNA stability through selectively modulation subcellular translocation of AUF1,Cytokine 56 (2011) 245ï¿½255,10.1016/j.cyto.2011.06.006,2011,,,1.0,,,Duplicated negative blot,1,,,,1.0,1,Hong Yu,https://pubmed.ncbi.nlm.nih.gov//21068780/,5,https://www.researchgate.net/publication/51471687_MKP-1_Regulates_Cytokine_mRNA_Stability_Through_Selectively_Modulation_Subcellular_Translocation_of_AUF1,Medical University of South Carolina,4.0,11,United States,United States
"Markus Neumeier, Sabrina Bauer, Hilke Bru_hl, Kristina Eisinger, Andrea Kopp, Sabine Abke, Roland Walter, Andreas Schï¿½ffler, Christa Buechler n","Adiponectin stimulates release of CCL2, -3, -4 and -5 while the surface abundance of CCR2 and -5 is simultaneously reduced in primary human monocytes",Cytokine 56 (2011) 573ï¿½580,10.1016/j.cyto.2011.08.017,2011,,,,1.0,,"Two cases of duplicated blots, different exposure",1,6/1/13,,1.0,,1,Markus Neumeier,https://pubmed.ncbi.nlm.nih.gov//21088050/,9,https://www.researchgate.net/publication/51617652_Corrigendum_to_Adiponectin_stimulates_release_of_CCL2_-3_-4_and_-5_while_the_surface_abundance_of_CCR2_and_-5_is_simultaneously_reduced_in_primary_human_monocytes_Cytokine_56_2011_573-580,University Hospital Regensburg,4.0,11,Failed to fetch page,Germany
"Ping Chen, Liya Huang, Yunwei Sun, Yaozong Yuan",Upregulation of PIAS1 protects against sodium taurocholate-induced severe acute pancreatitis associated with acute lung injury,Cytokine 54 (2011) 305ï¿½314,10.1016/j.cyto.2011.02.016,2011,,,,1.0,,"Overlapping microscopy, duplicated blots, multiple cases",1,,,,1.0,1,Ping Chen,https://pubmed.ncbi.nlm.nih.gov//23706497/,4,,,4.0,11,missing_location,Location information not found
"Ye Zeng, Hu-Rong Sun, Chang Yu, Yi Lai, Xiao-Jing Liu, Jiang Wu, Huai-Qing Chen, Xiao-Heng Liu",CXCR1 and CXCR2 are novel mechano-sensors mediating laminar shear stress-induced endothelial cell migration,Cytokine 53 (2011) 42ï¿½51,10.1016/j.cyto.2010.09.007,2011,,,,,1,"Duplication, stretching, what not, the lot",1,,,,1.0,1,Ye Zeng,https://pubmed.ncbi.nlm.nih.gov//17591247/,8,,Sichuan University,4.0,11,missing_location,China
"Yue Wang, Ye Qu, Xiu Long Niu, Wei Jia Sun, Xiao Lei Zhang, Ling Zhi Li",Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer cells,Cytokine 56 (2011) 365ï¿½375,10.1016/j.cyto.2011.06.005,2011,,,,,1,Duplicated bands in different order,1,,,,1.0,1,Yue Wang,https://pubmed.ncbi.nlm.nih.gov//20236757/,6,,Logistical College of Chinese People's Armed Police Force,4.0,11,missing_location,China
"Hong-Xia Wang, Dong-Mei Zhang, Xiang-Jun Zeng, Jing Mu, Hui Yang, Ling-Qiao Lu, Li-Ke Zhang","Upregulation of cytochrome P450 2J3/11,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat cardiomyocytes by a caspase-dependent pathway",Cytokine 60 (2012) 360ï¿½368,10.1016/j.cyto.2012.04.029,2012,,,,,1,"Duplicated blot, lanes within blot",1,,,,1.0,1,Hong-Xia Wang,https://pubmed.ncbi.nlm.nih.gov//21105892/,7,,,4.0,11,missing_location,Location information not found
"Muyao Li, Mickey E. Gunter, Naomi K. Fukagawa",Differential activation of the inflammasome in THP-1 cells exposed to chrysotile asbestos and Libby ï¿½ï¿½six-mixï¿½ï¿½ amphiboles and subsequent activation of BEAS-2B cells,Cytokine 60 (2012) 718ï¿½730,10.1016/j.cyto.2012.08.025,2012,,,1.0,,,Duplicated actin blot,1,6/1/17,,1.0,,1,Muyao Li,https://pubmed.ncbi.nlm.nih.gov//23017228/,3,https://www.researchgate.net/publication/231223541_Differential_activation_of_the_inflammasome_in_THP-1_cells_exposed_to_chrysotile_asbestos_and_Libby_six-mix_amphiboles_and_subsequent_activation_of_BEAS-2B_cells,University of Vermont,4.0,11,United States,United States
"Yong-Duk Park, Young-Suk Kim, Yu-Mi Jung, Sang-Im Lee, Young-Man Lee, Jae-Beum Bang, Eun-Cheol Kim",Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via SIRT1 modulation in human periodontal ligament cells,Cytokine 60 (2012) 284ï¿½293,10.1016/j.cyto.2012.05.021,2012,,,,,1,"Multiple, multiple cases of duplicated lanes within blots/gels",1,,,,1.0,1,Yong-Duk Park,https://pubmed.ncbi.nlm.nih.gov//24854880/,7,https://www.researchgate.net/publication/225286048_Porphyromonas_gingivalis_lipopolysaccharide_regulates_interleukin_IL-17_and_IL-23_expression_via_SIRT1_modulation_in_human_periodontal_ligament_cells,Ewha Womans University,4.0,11,South Korea,South Korea
"Christina Galloway, Munmun Chattopadhyay ",Increases in inflammatory mediators in DRG implicate in the pathogenesis of painful neuropathy in Type 2 diabetes,Cytokine 63 (2013) 1ï¿½5,10.1016/j.cyto.2013.04.009,2013,,,,1.0,,"Duplicated control panel, stretched",1,,,,1.0,1,Christina Galloway,https://pubmed.ncbi.nlm.nih.gov//30126731/,2,https://www.researchgate.net/publication/275555867_Inflammatory_Mediators_in_Diabetic_Neuropathy,,4.0,11,United States,Location information not found
Kyoung Sik Park (only one author),"Aucubin, a naturally occurring iridoid glycoside inhibits TNF-_-induced inflammatory responses through suppression of NF-_B activation in 3T3-L1 adipocytes",Cytokine 62 (2013) 407ï¿½412,10.1016/j.cyto.2013.04.005,2013,,,,,1,Multiple cases of duplicated bands within same blot panel,1,,,,1.0,1,Kyoung Sik Park (only one author),https://pubmed.ncbi.nlm.nih.gov//26049170/,1,,,4.0,11,missing_location,Location information not found
"Bin-Bin Ni, Bo Li, Yue-Hua Yang, Jiang-Wei Chen, Ke Chen, Sheng-Dan Jiang, Lei-Sheng Jiang ",The effect of transforming growth factor _1 on the crosstalk between autophagy and apoptosis in the annulus fibrosus cells under serum deprivation,Cytokine 70 (2014) 87ï¿½96,10.1016/j.cyto.2014.07.249,2014,,,,1.0,,"Duplicated FACS panel, gated differently",1,,,,1.0,1,Bin-Bin Ni,https://pubmed.ncbi.nlm.nih.gov//31358027/,7,,Harbin Institute of Technology,4.0,11,missing_location,China
"Hui Li, Jinglan Wang, Gil Mor, Jeffrey Sklar",A Neoplastic Gene Fusion Mimics Trans-Splicing of RNAs in Normal Human Cells,"Science 321, 1357 (2008)",10.1126/science.1156725,2008,,,,1.0,,"Duplicated panel, different exposure?",1,10/2/15,,1.0,,1,Hui Li,https://pubmed.ncbi.nlm.nih.gov//18772439/,4,https://www.researchgate.net/publication/23238537_A_Neoplastic_Gene_Fusion_Mimics_Trans-Splicing_of_RNAs_in_Normal_Human_Cells,University of Virginia,4.0,11,United States,United States
"Nitai C. Hait, Jeremy Allegood, Michael Maceyka, Graham M. Strub, Kuzhuvelil B. Harikumar, Sandeep K. Singh, Cheng Luo, Ronen Marmorstein, Tomasz Kordula, Sheldon Milstien, Sarah Spiegel",Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate,"Science 325, 1254 (2009)",10.1126/science.1176709,2009,,,1.0,,,Duplicated blot panel,1,,,,1.0,1,Nitai C. Hait,https://pubmed.ncbi.nlm.nih.gov//19729656/,11,https://www.researchgate.net/publication/26788857_Regulation_of_Histone_Acetylation_in_the_Nucleus_by_Sphingosine-1-Phosphate,Roswell Park Cancer Institute,4.0,11,missing_location,United States
"Hulya Karatas, Sefik Evren Erdener, Yasemin Gursoy-Ozdemir, Sevda Lule, Emine Eren-Koc_ak, Zï¿½mrï¿½t Duygu Sen, Turgay Dalkaraen",Spreading Depression Triggers Headache by Activating Neuronal Panx1 Channels,"Science 339, 1092 (2013)",10.1126/science.1231897,2013,,,,,1,"Duplicated mirrored band, stamping in background",1,10/2/15,,1.0,,1,Hulya Karatas,https://pubmed.ncbi.nlm.nih.gov//23449592/,7,https://www.researchgate.net/publication/235756421_Spreading_Depression_Triggers_Headache_by_Activating_Neuronal_Panx1_Channels,Hacettepe University,4.0,11,Turkey,Turkey
"Hideki Sakahira, Masato Enari, & Shigekazu Nagata",Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis,Nature. 1998 Jan 1;391(6662):96-9.,10.1038/34214,1998,,,,,1,Duplicated lanes within same gel panel,1,10/29/15,,1.0,,1,Hideki Sakahira,https://pubmed.ncbi.nlm.nih.gov//9422513/,3,https://www.researchgate.net/publication/282734529_Cleavage_of_CAD_inhibitor_in_CAD_activation_and_DNA_degradation_during_apoptosis,Kyoto University,4.0,11,Japan,Japan
"Timothy A. Chan, Heiko Hermeking, Christoph Lengauer, Kenneth W. Kinzler, & Bert Vogelstein",14-3-3__ is required to prevent mitotic catastrophe after DNA damage,"Nature, Vol. 401, 7 October 1999, page 616",10.1038/44188,1999,,,,1.0,,"Rotated microscopy image, authors replied on PP",1,10/29/15,,,1.0,1,Timothy A. Chan,https://pubmed.ncbi.nlm.nih.gov//10524615/,5,https://www.researchgate.net/publication/12775197_14-3-3Sigma_is_required_to_prevent_mitotic_catastrophe_after_DNA_damage,Ludwig-Maximilians-University of Munich,4.0,11,Germany,Germany
"Morgan E. Carlson, Michael Hsu, & Irina M. Conboy",Imbalance between pSmad3 and Notch induces CDK inhibitors in old muscle stem cells,"Nature, Vol. 454, 24 July 2008, page 528",10.1038/nature07034,2008,,,,1.0,,Multiple cases of overlapping microscopy panels,1,10/13/16,,1.0,,1,Morgan E. Carlson,https://pubmed.ncbi.nlm.nih.gov//18552838/,3,,,4.0,11,missing_location,Location information not found
"Shidong Jia, Zhenning Liu, Sen Zhang, Pixu Liu, Lei Zhang, Sang Hyun Lee, Jing Zhang, Sabina Signoretti, Massimo Loda, Thomas M. Roberts, & Jean J. Zhao","Essential roles of PI(3)Kï¿½p110b in cell growth, metabolism and tumorigenesis","Nature, Vol 454, 7 August 2008, page 776",10.1038/nature07091,2008,,,,1.0,,Overlapping microscopy images,1,5/12/16,,1.0,,1,Shidong Jia,https://pubmed.ncbi.nlm.nih.gov//18594509/,11,https://www.researchgate.net/publication/232776864_Essential_roles_of_PI3K-p110_in_cell_growth_metabolism_and_tumorigenesis,Dalian Medical University,4.0,11,missing_location,China
"Michael J. Wheeler, Barend H. J. de Graaf, Natalie Hadjiosif, Ruth M. Perry, Natalie S. Poulter, Kim Osman, Sabina Vatovec, Andrea Harper, F. Christopher H. Franklin, & Vernonica E. Franklin-Tong",Identification of the pollen self-incompatibility determinant in Papaver rhoeas,"Nature, Vol 459|18 June 2009",10.1038/nature08027,2009,,,,,1,Duplicated area within the same blot,1,3/3/16,,1.0,,1,Michael J. Wheeler,https://pubmed.ncbi.nlm.nih.gov//19483678/,10,https://www.researchgate.net/publication/26254561_Identification_of_the_pollen_self-incompatibility_determinant_in_Papaver_rhoeas?ev=auth_pub,Cardiff University,4.0,11,United Kingdom,United Kingdom
"Corine Bertolotto, Fabienne Lesueur, Sandy Giuliano, Thomas Strub, Mahaut de Lichy, Karine Bille, Philippe Dessen, and many others",A SUMOylation-defective MITF germline mutation predisposes to melanoma and renal carcinoma,"Nature, 2011 Oct 19;480(7375):94-8",10.1038/nature10539,2011,,,,1.0,,Overlapping microscopy images,1,3/3/16,,1.0,,1,Corine Bertolotto,https://pubmed.ncbi.nlm.nih.gov//22012259/,8,https://www.researchgate.net/publication/51731097_A_SUMOylation-defective_MITF_germline_mutation_predisposes_to_melanoma_and_renal_carcinoma,Institut Curie,4.0,11,missing_location,France
"Feng Zhou, Qibing Lin, Lihong Zhu, Yulong Ren, Kunneng Zhou, Nitzan Shabek, Fuqing Wu, Haibin Mao, Wei Dong, Lu Gan, Weiwei Ma, He Gao, Jun Chen, Chao Yang, Dan Wang, Junjie Tan, Xin Zhang, Xiuping Guo, Jiulin Wang, Ling Jiang, Xi Liu, Weiqi Chen, Jinfang Chu, Cunyu Yan, Kotomi Ueno, Shinsaku Ito, Tadao Asami, Zhijun Cheng, Jie Wang, Cailin Lei, Huqu Zhai, Chuanyin Wu, Haiyang Wang, Ning Zheng, and Jianmin Wan",D14ï¿½SCFD3-dependent degradation of D53 regulates strigolactone signalling,"Nature, Vol 504, 19/26 DECEMBER 2013",10.1038/nature12878,2013,,,,,1,"Duplicated microscopy, possible duplicated lanes in same blot",1,4/21/16,,1.0,,1,Feng Zhou,https://pubmed.ncbi.nlm.nih.gov//24336215/,35,https://www.researchgate.net/publication/259321036_D14-SCFD3-dependent_degradation_of_D53_regulates_strigolactone_signaling,Chinese Academy of Agricultural Sciences,4.0,11,missing_location,China
"S Kale, R Raja, D Thorat, G Soundararajan, TV Patil and GC Kundu",Osteopontin signaling upregulates cyclooxygenase-2 expression in tumor-associated macrophages leading to enhanced angiogenesis and melanoma growth via a9b1 integrin,"Oncogene (2014) 33, 2295ï¿½2306",10.1038/onc.2013.184,2013,,,,1.0,,"Overlapping microscopy images, multiple cases",1,10/16/15,,1.0,,1,S Kale,https://pubmed.ncbi.nlm.nih.gov//23728342/,5,https://www.researchgate.net/publication/237004466_Osteopontin_signaling_upregulates_cyclooxygenase-2_expression_in_tumor-associated_macrophages_leading_to_enhanced_angiogenesis_and_melanoma_growth_via_alpha_9_beta_1_integrin,University of Texas Southwestern Medical Center,4.0,11,United States,United States
"CM Das, P Taylor, M Gireud, A Singh, D Lee, G Fuller, L Ji, J Fangusaro, V Rajaram, S Goldman, C Eberhart, and V Gopalakrishnan",The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation,"Oncogene (2013) 32, 1691ï¿½1701",10.1038/onc.2012.182,2012,,,1.0,,,Duplicated blot,1,11/24/16,,1.0,,1,CM Das,https://pubmed.ncbi.nlm.nih.gov//22665064/,12,https://www.researchgate.net/publication/225186068_The_Deubiquitylase_USP37_Links_REST_to_the_Control_of_p27_Stability_and_Cell_Proliferation,Indian Institute of Technology Guwahati,4.0,11,India,India
"CC Jiang, A Croft, H-Y Tseng, ST Guo, L Jin, P Hersey, and XD Zhang",Repression of microRNA-768-3p by MEK/ERK signalling contributes to enhanced mRNA translation in human melanoma,"Oncogene (2014) 33, 2577ï¿½2588",10.1038/onc.2013.237,2013,,,,,1,Duplicated bands within same blot panel,1,11/17/16,,1.0,,1,CC Jiang,https://pubmed.ncbi.nlm.nih.gov//23770856/,7,https://www.researchgate.net/publication/304534385_Repression_of_microRNA-768-3p_by_MEKERK_signalling_contributes_to_enhanced_mRNA_translation_in_human_melanoma,"The University of Newcastle, Australia",4.0,11,Failed to fetch page,Australia
"Z Zhang, X Liu, B Feng, N Liu, Q Wu, Y Han, Y Nie, K Wu, Y Shi, and D Fan","STIM1, a direct target of microRNA-185, promotes tumor metastasis and is associated with poor prognosis in colorectal cancer","Oncogene (2014), 1ï¿½13",10.1038/onc.2014.404,2014,,,,1.0,,Overlapping microscopy images,1,11/17/16,,1.0,,1,Z Zhang,https://pubmed.ncbi.nlm.nih.gov//25531324/,10,https://www.researchgate.net/publication/269934026_STIM1_a_direct_target_of_microRNA-185_promotes_tumor_metastasis_and_is_associated_with_poor_prognosis_in_colorectal_cancer,Duke University Medical Center,4.0,11,missing_location,United States
"T-I Hsu, S-C Lin, P-S Lu, W-C Chang, C-Y Hung, Y-M Yeh, W-C Su, P-C Liao, and J-J Hung",MMP7-mediated cleavage of nucleolin at Asp255 induces MMP9 expression to promote tumor malignancy,"Oncogene (2015) 34, 826ï¿½837",10.1038/onc.2014.22,2014,,,,1.0,,Overlapping microscopy images,1,2/9/17,,1.0,,1,T-I Hsu,https://pubmed.ncbi.nlm.nih.gov//24632608/,9,https://www.researchgate.net/publication/260841438_MMP7-mediated_cleavage_of_nucleolin_at_Asp255_induces_MMP9_expression_to_promote_tumor_malignancy,Taipei Medical University,4.0,11,Taiwan,Taiwan
"Emmanuel Dornier, Franck Coumailleau, Jean-Franc_ois Ottavi, Julien Moretti, Claude Boucheix, Philippe Mauduit, Franï¿½ois Schweisguth, and Eric Rubinstein 1",TspanC8 tetraspanins regulate ADAM10/Kuzbanian trafficking and promote Notch activation in flies and mammals,J. Cell Biol. Vol. 199 No. 3 481ï¿½496,10.1083/jcb.201201133,2012,,,,,1,Manipulated FACS plots,1,5/23/16,,1.0,,1,Emmanuel Dornier,https://pubmed.ncbi.nlm.nih.gov//23091066/,8,https://www.researchgate.net/publication/232611515_TspanC8_tetraspanins_regulate_ADAM10Kuzbanian_trafficking_and_promote_Notch_activation_in_flies_and_mammals,Institut de Cancérologie Gustave Roussy,4.0,11,Failed to fetch page,France
"HIROFUMI YAMAMOTO, RYOTA OSHIRO, MASAHISA OHTSUKA, MAMORU UEMURA, NAOTSUGU HARAGUCHI, JUNICHI NISHIMURA, ICHIRO TAKEMASA, TSUNEKAZU MIZUSHIMA, YUICHIRO DOKI and MASAKI MORI",Distinct expression of C4.4A in colorectal cancer detected by different antibodies,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 197-201, 2013",10.3892/ijo.2012.1714,2012,,,1.0,,,Duplicated blot,1,9/16/16,,1.0,,1,HIROFUMI YAMAMOTO,https://pubmed.ncbi.nlm.nih.gov//27634111/,9,https://www.researchgate.net/publication/308203028_Corrigendum_Distinct_expression_of_C44A_in_colorectal_cancer_detected_by_different_antibodies,Osaka University,4.0,11,Japan,Japan
"BO LI, YUEHUA YANG, SHENGDAN JIANG, BINBIN NI, KE CHEN, and LEISHENG JIANG",Adenovirus-mediated overexpression of BMP-9 inhibits human osteosarcoma cell growth and migration through downregulation of the PI3K/AKT pathway,"INTERNATIONAL JOURNAL OF ONCOLOGY 41: 1809-1819, 2012",10.3892/ijo.2012.1617,2012,,,1.0,,,Duplicated blot panel,1,9/28/16,,1.0,,1,BO LI,https://pubmed.ncbi.nlm.nih.gov//27826623/,6,,Harbin Institute of Technology,4.0,11,missing_location,China
"EUN YOUNG GIL, UK HYUN JO, HOISEON JEONG, YOUNG MI WHANG, OK HEE WOO, KYU RAN CHO, JAE HONG SEO, AEREE KIM, EUN SOOK LEE, INSONG KOH, YEUL HONG KIM, and KYONG HWA PARK",Promoter methylation of RASSF1A modulates the effect of the microtubule-targeting agent docetaxel in breast cancer,"INTERNATIONAL JOURNAL OF ONCOLOGY 41: 611-620, 2012",10.3892/ijo.2012.1470,2012,,,,,1,"Duplicated, mirrored bands within same panels",1,3/7/17,,1.0,,1,EUN YOUNG GIL,https://pubmed.ncbi.nlm.nih.gov//28350046/,12,https://www.researchgate.net/publication/224950548_Promoter_methylation_of_RASSF1A_modulates_the_effect_of_the_microtubule-targeting_agent_docetaxel_in_breast_cancer,National Cancer Institute (USA),4.0,11,Failed to fetch page,United States
"YUKI FUJISE, JUN-ICHI OKANO, TAKAKAZU NAGAHARA, RYO ABE, RYU IMAMOTO, and YOSHIKAZU MURAWAKI",Preventive effect of caffeine and curcumin on hepato_ carcinogenesis in diethylnitrosamine_induced rats,"INTERNATIONAL JOURNAL OF ONCOLOGY 40: 1779-1788, 2012",10.3892/ijo.2012.1343,2012,,,1.0,,,Duplicated microscopy images,1,6/15/16,,1.0,,1,YUKI FUJISE,https://pubmed.ncbi.nlm.nih.gov//27314753/,6,https://www.researchgate.net/publication/221795012_Preventive_effect_of_caffeine_and_curcumin_on_hepatocarcinogenesis_in_diethylnitrosamine-induced_rats,Tottori University,4.0,11,missing_location,Japan
"CHIACHEN CHEN, YUAN-CHING CHANG, MICHAEL S. LAN, and MARY BRESLIN",Leptin stimulates ovarian cancer cell growth and inhibits apoptosis by increasing cyclin D1 and Mcl-1 expression via the activation of the MEK/ERK1/2 and PI3K/Akt signaling pathways,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1113-1119, 2013",10.3892/ijo.2013.1789,2013,,,,1.0,,Duplicated and mirrored blot,1,6/6/16,,1.0,,1,CHIACHEN CHEN,https://pubmed.ncbi.nlm.nih.gov//27279381/,4,,Louisiana State University Health Sciences Center New Orleans,44.7,87,missing_location,United States
"WEI YANG, XIAOYUAN WANG, WEI ZHENG, KEDONG LI, HAOFENG LIU, and YUEMING SUN",Genetic and epigenetic alterations are involved in the regulation of TPM1 in cholangiocarcinoma,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 690-698, 2013",10.3892/ijo.2012.1741,2012,,,1.0,,,"Duplicated blot panels, multiple cases",1,10/24/16,,1.0,,1,WEI YANG,https://pubmed.ncbi.nlm.nih.gov//23254774/,6,https://www.researchgate.net/publication/233958063_Genetic_and_epigenetic_alterations_are_involved_in_the_regulation_of_TPM1_in_cholangiocarcinoma,,11.8,23,missing_location,Location information not found
"MICHIYO YAMAMURA, KAZUMA NOGUCHI, YOSHIRO NAKANO, EMI SEGAWA, YUSUKE ZUSHI, KAZUKI TAKAOKA, HIROMITSU KISHIMOTO, TOMOKO HASHIMOTO-TAMAOKI, and MASAHIRO URADE",Functional analysis of Zyxin in cell migration and invasive potential of oral squamous cell carcinoma cells,"INTERNATIONAL JOURNAL OF ONCOLOGY 42: 873-880, 2013",10.3892/ijo.2013.1761,2013,,,,1.0,,"Shifted blots, representing different proteins",1,9/22/16,,1.0,,1,MICHIYO YAMAMURA,https://pubmed.ncbi.nlm.nih.gov//23292068/,9,,,11.1,23,missing_location,Location information not found
